order_id,order_date,region,channel,segment,units,unit_price,discount,revenue,cost
SO-100557,2025-05-13,West,Direct,SMB,31,188.28,0.1,5253.01,3346.79
SO-101030,2025-05-13,South,Marketplace,SMB,52,215.91,0.0,11227.32,7964.34
SO-101088,2025-05-13,South,Marketplace,Mid-Market,7,465.91,0.15,2772.16,1995.33
SO-101541,2025-05-13,West,Direct,SMB,23,100.83,0.0,2319.09,1434.47
SO-101784,2025-05-13,Northeast,Direct,SMB,14,100.52,0.05,1336.92,871.14
SO-101863,2025-05-13,Midwest,Partner,Mid-Market,11,886.0,0.0,9746.0,5634.21
SO-102125,2025-05-13,Northeast,Partner,SMB,56,105.78,0.0,5923.68,3939.8
SO-102144,2025-05-13,South,Direct,Mid-Market,16,685.29,0.0,10964.64,6471.27
SO-102160,2025-05-13,Midwest,Direct,SMB,53,247.69,0.05,12471.19,9271.91
SO-102263,2025-05-13,South,Marketplace,SMB,46,172.05,0.05,7518.59,5025.76
SO-102389,2025-05-13,West,Marketplace,Enterprise,2,1703.5,0.0,3407.0,2077.9
SO-100022,2025-05-14,Midwest,Partner,Mid-Market,7,544.09,0.0,3808.63,2445.39
SO-100320,2025-05-14,Northeast,Direct,Mid-Market,3,425.87,0.0,1277.61,722.78
SO-100584,2025-05-14,Northeast,Marketplace,Enterprise,1,1284.73,0.1,1156.26,887.22
SO-100693,2025-05-14,West,Marketplace,SMB,8,250.98,0.0,2007.84,1179.75
SO-100787,2025-05-14,Midwest,Partner,SMB,60,154.66,0.05,8815.62,5812.84
SO-100795,2025-05-14,West,Partner,Mid-Market,4,634.8,0.05,2412.24,1441.31
SO-101064,2025-05-14,South,Partner,Mid-Market,3,930.35,0.15,2372.39,1695.55
SO-101094,2025-05-14,Midwest,Partner,Mid-Market,7,853.04,0.05,5672.72,3983.17
SO-101899,2025-05-14,West,Direct,Mid-Market,25,801.33,0.1,18029.92,12700.22
SO-102231,2025-05-14,Midwest,Partner,Mid-Market,29,557.92,0.0,16179.68,9443.25
SO-100152,2025-05-15,South,Marketplace,SMB,18,207.15,0.05,3542.26,2485.46
SO-100649,2025-05-15,West,Marketplace,SMB,22,85.41,0.15,1597.17,1189.58
SO-100802,2025-05-15,South,Marketplace,Mid-Market,14,847.47,0.1,10678.12,7973.7
SO-100945,2025-05-15,South,Partner,Mid-Market,30,322.53,0.0,9675.9,5849.3
SO-101422,2025-05-15,West,Partner,Mid-Market,12,830.35,0.0,9964.2,6644.51
SO-101944,2025-05-15,Midwest,Marketplace,Mid-Market,9,863.28,0.15,6604.09,4779.65
SO-102053,2025-05-15,West,Direct,SMB,41,229.77,0.15,8007.48,6240.23
SO-102218,2025-05-15,West,Marketplace,SMB,29,187.98,0.0,5451.42,3831.27
SO-100138,2025-05-16,Midwest,Partner,Enterprise,9,982.57,0.15,7516.66,6316.17
SO-100146,2025-05-16,Northeast,Direct,SMB,4,209.46,0.05,795.95,510.71
SO-101098,2025-05-16,Northeast,Direct,Mid-Market,4,839.1,0.0,3356.4,2392.4
SO-101114,2025-05-16,Northeast,Marketplace,Mid-Market,18,827.37,0.0,14892.66,9181.89
SO-101643,2025-05-16,Midwest,Direct,Mid-Market,17,874.65,0.1,13382.15,9430.39
SO-102118,2025-05-16,Midwest,Direct,SMB,60,213.78,0.1,11544.12,9108.32
SO-102164,2025-05-16,South,Marketplace,SMB,44,202.21,0.05,8452.38,5025.22
SO-102213,2025-05-16,South,Partner,SMB,37,108.11,0.15,3400.06,2209.02
SO-100076,2025-05-17,South,Marketplace,Mid-Market,12,439.6,0.0,5275.2,3758.83
SO-101441,2025-05-17,Northeast,Partner,Mid-Market,23,920.13,0.05,20104.84,14275.6
SO-101586,2025-05-17,West,Partner,Enterprise,9,1848.8,0.05,15807.24,11707.5
SO-101613,2025-05-17,Midwest,Direct,SMB,17,278.44,0.0,4733.48,3076.44
SO-101680,2025-05-17,West,Partner,SMB,10,213.5,0.25,1601.25,1373.57
SO-101685,2025-05-17,Northeast,Partner,SMB,16,83.33,0.0,1333.28,735.44
SO-101698,2025-05-17,West,Direct,Enterprise,5,2242.62,0.0,11213.1,6574.31
SO-101747,2025-05-17,South,Marketplace,SMB,22,236.63,0.25,3904.39,3672.16
SO-102117,2025-05-17,West,Marketplace,Enterprise,12,1093.19,0.05,12462.37,9137.48
SO-102204,2025-05-17,West,Direct,SMB,11,82.28,0.0,905.08,610.61
SO-100046,2025-05-18,West,Direct,SMB,41,67.58,0.0,2770.78,1810.4
SO-100368,2025-05-18,Northeast,Marketplace,Mid-Market,2,457.54,0.0,915.08,534.46
SO-100493,2025-05-18,West,Direct,Mid-Market,4,921.35,0.0,3685.4,2083.06
SO-100691,2025-05-18,West,Direct,Mid-Market,24,842.83,0.0,20227.92,13970.9
SO-100871,2025-05-18,Midwest,Partner,SMB,32,192.27,0.0,6152.64,3440.02
SO-100895,2025-05-18,West,Partner,Mid-Market,7,865.31,0.25,4542.88,3862.94
SO-101089,2025-05-18,West,Partner,Mid-Market,26,325.5,0.15,7193.55,5562.38
SO-101379,2025-05-18,West,Direct,Mid-Market,27,689.89,0.0,18627.03,10472.97
SO-101443,2025-05-18,Northeast,Direct,Enterprise,10,2125.68,0.0,21256.8,13040.64
SO-101666,2025-05-18,Northeast,Partner,Enterprise,11,1728.03,0.0,19008.33,12329.13
SO-101752,2025-05-18,Northeast,Direct,Mid-Market,29,399.05,0.0,11572.45,6969.46
SO-101905,2025-05-18,Midwest,Direct,SMB,37,205.22,0.0,7593.14,4434.52
SO-102031,2025-05-18,Northeast,Direct,SMB,1,184.73,0.1,166.26,108.66
SO-102331,2025-05-18,South,Partner,Mid-Market,13,589.0,0.05,7274.15,5508.42
SO-100044,2025-05-19,West,Direct,SMB,53,152.67,0.15,6877.78,5576.88
SO-100437,2025-05-19,West,Partner,SMB,49,260.58,0.0,12768.42,9029.61
SO-100674,2025-05-19,South,Marketplace,Mid-Market,15,549.46,0.05,7829.81,5869.09
SO-100703,2025-05-19,South,Direct,SMB,3,226.58,0.15,577.78,471.95
SO-100861,2025-05-19,West,Direct,SMB,18,79.85,0.25,1077.97,971.27
SO-100862,2025-05-19,Northeast,Partner,Enterprise,7,1515.16,0.15,9015.2,6617.23
SO-101661,2025-05-19,Midwest,Direct,SMB,2,287.72,0.0,575.44,365.79
SO-100203,2025-05-20,Midwest,Direct,SMB,23,293.62,0.05,6415.6,4623.5
SO-100359,2025-05-20,West,Partner,Enterprise,5,1506.62,0.05,7156.44,4891.62
SO-100762,2025-05-20,Northeast,Partner,SMB,16,76.31,0.0,1220.96,688.49
SO-100886,2025-05-20,Midwest,Partner,SMB,9,270.76,0.0,2436.84,1629.67
SO-101425,2025-05-20,South,Partner,SMB,20,267.83,0.0,5356.6,3456.63
SO-101433,2025-05-20,Midwest,Marketplace,SMB,19,253.27,0.0,4812.13,2816.28
SO-101508,2025-05-20,South,Partner,Enterprise,9,1330.89,0.05,11379.11,7114.93
SO-101521,2025-05-20,Midwest,Partner,Mid-Market,4,806.72,0.0,3226.88,1852.12
SO-101842,2025-05-20,West,Direct,Mid-Market,19,400.31,0.1,6845.3,5243.97
SO-102024,2025-05-20,South,Marketplace,Mid-Market,23,928.97,0.0,21366.31,15139.0
SO-102311,2025-05-20,Northeast,Marketplace,SMB,32,272.45,0.15,7410.64,5587.53
SO-100075,2025-05-21,South,Direct,SMB,18,70.94,0.1,1149.23,764.31
SO-100479,2025-05-21,Northeast,Direct,Mid-Market,24,898.02,0.05,20474.86,12910.45
SO-100520,2025-05-21,Midwest,Direct,Mid-Market,26,506.3,0.0,13163.8,8529.62
SO-100718,2025-05-21,Midwest,Marketplace,Mid-Market,4,709.43,0.1,2553.95,1967.59
SO-100769,2025-05-21,West,Direct,SMB,33,66.82,0.1,1984.55,1398.62
SO-100904,2025-05-21,Midwest,Partner,SMB,24,133.59,0.05,3045.85,2266.99
SO-101303,2025-05-21,Northeast,Marketplace,SMB,31,252.53,0.1,7045.59,4338.85
SO-101470,2025-05-21,West,Marketplace,Mid-Market,29,827.57,0.0,23999.53,15319.24
SO-101476,2025-05-21,South,Direct,Mid-Market,15,362.25,0.05,5162.06,3226.43
SO-102260,2025-05-21,Midwest,Direct,SMB,27,148.19,0.0,4001.13,2354.94
SO-100276,2025-05-22,South,Direct,SMB,34,69.24,0.15,2001.04,1663.79
SO-100619,2025-05-22,West,Direct,Mid-Market,8,643.33,0.0,5146.64,2911.46
SO-101031,2025-05-22,Midwest,Marketplace,SMB,13,71.6,0.0,930.8,523.74
SO-101054,2025-05-22,Midwest,Direct,Enterprise,2,1255.31,0.05,2385.09,1617.68
SO-101187,2025-05-22,Midwest,Direct,SMB,6,151.43,0.1,817.72,582.76
SO-101493,2025-05-22,Midwest,Marketplace,Mid-Market,8,730.45,0.0,5843.6,3791.58
SO-100301,2025-05-23,West,Partner,SMB,22,250.24,0.0,5505.28,3149.44
SO-100768,2025-05-23,Northeast,Direct,SMB,19,92.59,0.0,1759.21,1051.79
SO-101480,2025-05-23,West,Marketplace,Mid-Market,23,783.68,0.05,17123.41,11767.01
SO-101548,2025-05-23,Northeast,Partner,Mid-Market,23,573.06,0.05,12521.36,8917.9
SO-101732,2025-05-23,Northeast,Direct,SMB,49,176.79,0.25,6497.03,5726.27
SO-102092,2025-05-23,Northeast,Direct,Mid-Market,8,554.17,0.0,4433.36,2580.71
SO-100190,2025-05-24,Northeast,Partner,Mid-Market,22,510.15,0.0,11223.3,6990.36
SO-100230,2025-05-24,Northeast,Partner,Mid-Market,2,379.27,0.0,758.54,529.48
SO-100734,2025-05-24,West,Direct,Mid-Market,28,641.61,0.0,17965.08,10814.16
SO-101534,2025-05-24,Northeast,Direct,Mid-Market,3,563.48,0.0,1690.44,1084.05
SO-101543,2025-05-24,West,Direct,SMB,1,265.1,0.15,225.34,152.74
SO-101545,2025-05-24,South,Marketplace,Enterprise,9,2580.18,0.05,22060.54,15433.22
SO-102205,2025-05-24,West,Marketplace,SMB,1,232.13,0.1,208.92,132.34
SO-100079,2025-05-25,West,Partner,Mid-Market,25,785.41,0.05,18653.49,12155.31
SO-100162,2025-05-25,Midwest,Direct,Enterprise,6,2447.57,0.1,13216.88,9579.91
SO-100396,2025-05-25,West,Direct,SMB,45,149.65,0.25,5050.69,4557.04
SO-101190,2025-05-25,South,Direct,Mid-Market,4,684.2,0.0,2736.8,1946.13
SO-101243,2025-05-25,Midwest,Marketplace,SMB,60,289.55,0.05,16504.35,9899.41
SO-101801,2025-05-25,South,Direct,Enterprise,2,1126.86,0.05,2141.03,1381.61
SO-102153,2025-05-25,Northeast,Marketplace,Mid-Market,18,557.86,0.15,8535.26,6929.22
SO-102396,2025-05-25,Northeast,Partner,Enterprise,2,1215.01,0.05,2308.52,1712.69
SO-100120,2025-05-26,Midwest,Direct,SMB,27,288.06,0.0,7777.62,5026.74
SO-100531,2025-05-26,South,Partner,SMB,16,132.14,0.25,1585.68,1195.81
SO-101225,2025-05-26,West,Partner,Enterprise,10,2214.57,0.0,22145.7,14011.38
SO-101241,2025-05-26,West,Marketplace,Mid-Market,6,585.06,0.25,2632.77,2091.89
SO-101582,2025-05-26,South,Direct,Mid-Market,3,795.85,0.0,2387.55,1628.59
SO-101684,2025-05-26,Midwest,Partner,Enterprise,1,2271.61,0.0,2271.61,1337.63
SO-102338,2025-05-26,Northeast,Direct,Mid-Market,8,423.53,0.0,3388.24,2141.97
SO-102351,2025-05-26,South,Direct,Mid-Market,26,327.06,0.1,7653.2,5426.02
SO-102355,2025-05-26,South,Partner,Enterprise,11,2490.66,0.0,27397.26,18658.46
SO-100068,2025-05-27,Midwest,Direct,Mid-Market,16,803.32,0.25,9639.84,8268.96
SO-100775,2025-05-27,West,Partner,Mid-Market,20,571.89,0.0,11437.8,7050.13
SO-101117,2025-05-27,Midwest,Partner,Mid-Market,17,925.02,0.0,15725.34,9303.9
SO-101472,2025-05-27,South,Partner,Mid-Market,18,683.37,0.25,9225.49,7272.47
SO-101634,2025-05-27,Northeast,Direct,SMB,22,175.82,0.1,3481.24,2152.33
SO-101813,2025-05-27,South,Marketplace,Mid-Market,14,369.8,0.0,5177.2,3352.18
SO-100279,2025-05-28,Northeast,Direct,SMB,19,135.0,0.05,2436.75,1670.38
SO-100596,2025-05-28,West,Marketplace,SMB,26,227.59,0.1,5325.61,3384.94
SO-100635,2025-05-28,West,Marketplace,SMB,11,284.52,0.0,3129.72,1761.63
SO-101253,2025-05-28,Midwest,Direct,Mid-Market,28,657.69,0.0,18415.32,12169.91
SO-101780,2025-05-28,West,Direct,Mid-Market,19,741.95,0.0,14097.05,9510.41
SO-102004,2025-05-28,Northeast,Partner,SMB,28,255.82,0.1,6446.66,4218.66
SO-102112,2025-05-28,West,Marketplace,SMB,38,224.55,0.15,7252.96,5694.28
SO-100074,2025-05-29,Midwest,Direct,Mid-Market,4,567.53,0.25,1702.59,1475.94
SO-100228,2025-05-29,West,Marketplace,Mid-Market,20,546.1,0.1,9829.8,7598.23
SO-100324,2025-05-29,West,Partner,Enterprise,8,1250.94,0.0,10007.52,5982.0
SO-100412,2025-05-29,West,Marketplace,SMB,24,279.73,0.1,6042.17,4121.25
SO-100517,2025-05-29,South,Marketplace,Mid-Market,23,324.81,0.1,6723.57,4139.42
SO-100724,2025-05-29,West,Direct,SMB,9,227.72,0.1,1844.53,1165.98
SO-100786,2025-05-29,West,Direct,SMB,21,57.09,0.05,1138.95,762.69
SO-101200,2025-05-29,Midwest,Marketplace,Enterprise,6,2244.4,0.0,13466.4,9224.58
SO-101375,2025-05-29,South,Marketplace,SMB,28,287.13,0.0,8039.64,5271.39
SO-100094,2025-05-30,Northeast,Direct,SMB,33,62.2,0.0,2052.6,1198.86
SO-100256,2025-05-30,Northeast,Direct,SMB,47,171.17,0.05,7642.74,5150.3
SO-100447,2025-05-30,Northeast,Marketplace,SMB,8,66.5,0.05,505.4,313.76
SO-100571,2025-05-30,Northeast,Direct,SMB,42,97.03,0.0,4075.26,2651.65
SO-100889,2025-05-30,Northeast,Marketplace,SMB,51,133.31,0.1,6118.93,4650.72
SO-101025,2025-05-30,West,Marketplace,SMB,37,253.58,0.1,8444.21,5902.3
SO-101725,2025-05-30,Midwest,Partner,Enterprise,12,2554.48,0.05,29121.07,21025.43
SO-102059,2025-05-30,South,Direct,Mid-Market,21,417.82,0.05,8335.51,5940.08
SO-102364,2025-05-30,Northeast,Partner,SMB,31,230.81,0.15,6081.84,4596.79
SO-100287,2025-05-31,Northeast,Partner,SMB,53,283.52,0.05,14275.23,10745.84
SO-100429,2025-05-31,West,Direct,SMB,35,258.77,0.0,9056.95,6394.53
SO-100697,2025-05-31,Midwest,Partner,Mid-Market,26,715.88,0.0,18612.88,11423.65
SO-100883,2025-05-31,Midwest,Marketplace,Mid-Market,16,454.0,0.05,6900.8,4720.63
SO-101585,2025-05-31,South,Partner,SMB,17,175.97,0.0,2991.49,1877.63
SO-102051,2025-05-31,West,Direct,Mid-Market,17,799.18,0.0,13586.06,9762.74
SO-100153,2025-06-01,West,Direct,SMB,58,100.33,0.15,4946.27,3215.59
SO-100498,2025-06-01,West,Direct,SMB,2,279.59,0.1,503.26,375.95
SO-101046,2025-06-01,Northeast,Direct,Enterprise,3,1493.83,0.05,4257.42,3140.03
SO-101063,2025-06-01,Northeast,Partner,Mid-Market,3,570.27,0.15,1454.19,1180.95
SO-101112,2025-06-01,South,Partner,SMB,15,146.95,0.25,1653.19,1357.16
SO-102066,2025-06-01,Northeast,Direct,Enterprise,1,2331.16,0.1,2098.04,1513.84
SO-102267,2025-06-01,South,Marketplace,SMB,3,103.44,0.05,294.8,188.08
SO-100195,2025-06-02,Northeast,Direct,Mid-Market,24,454.25,0.0,10902.0,7551.57
SO-100830,2025-06-02,West,Direct,Mid-Market,19,577.88,0.0,10979.72,7405.09
SO-101320,2025-06-02,Midwest,Partner,SMB,7,123.16,0.05,819.01,569.19
SO-101404,2025-06-02,Northeast,Partner,Mid-Market,27,436.77,0.1,10613.51,7697.78
SO-101524,2025-06-02,South,Partner,Mid-Market,14,723.17,0.15,8605.72,5995.86
SO-101614,2025-06-02,Northeast,Partner,SMB,10,153.45,0.05,1457.77,861.2
SO-101910,2025-06-02,South,Partner,SMB,57,94.95,0.05,5141.54,3674.82
SO-100204,2025-06-03,Northeast,Direct,Enterprise,11,1048.88,0.25,8653.26,7128.09
SO-100322,2025-06-03,South,Partner,Enterprise,12,1141.21,0.05,13009.79,8308.56
SO-100562,2025-06-03,Midwest,Partner,SMB,42,224.95,0.05,8975.5,5913.13
SO-100653,2025-06-03,Midwest,Partner,Mid-Market,22,482.63,0.1,9556.07,6211.11
SO-100731,2025-06-03,Northeast,Marketplace,SMB,58,67.28,0.0,3902.24,2784.16
SO-100748,2025-06-03,West,Direct,SMB,15,139.74,0.1,1886.49,1410.39
SO-101044,2025-06-03,Northeast,Direct,SMB,14,125.95,0.05,1675.13,1054.03
SO-101195,2025-06-03,Northeast,Direct,SMB,21,125.81,0.0,2642.01,1495.21
SO-101848,2025-06-03,West,Marketplace,SMB,15,128.82,0.0,1932.3,1282.69
SO-102195,2025-06-03,West,Direct,SMB,39,219.48,0.0,8559.72,4900.56
SO-100389,2025-06-04,Midwest,Direct,Enterprise,12,1497.85,0.1,16176.78,11305.08
SO-100572,2025-06-04,South,Partner,SMB,11,254.5,0.05,2659.53,1944.09
SO-100660,2025-06-04,South,Direct,SMB,50,61.09,0.0,3054.5,2004.33
SO-100780,2025-06-04,Midwest,Direct,Enterprise,4,1571.2,0.0,6284.8,3921.98
SO-100868,2025-06-04,South,Direct,SMB,41,97.55,0.05,3799.57,2604.53
SO-101011,2025-06-04,Midwest,Direct,SMB,37,169.69,0.0,6278.53,4201.83
SO-101362,2025-06-04,South,Direct,Mid-Market,19,394.29,0.1,6742.36,5341.18
SO-101603,2025-06-04,South,Direct,Mid-Market,2,415.32,0.05,789.11,475.74
SO-101963,2025-06-04,South,Marketplace,Mid-Market,10,808.39,0.05,7679.7,5138.05
SO-100186,2025-06-05,Midwest,Direct,SMB,34,292.73,0.25,7464.61,7099.79
SO-100423,2025-06-05,West,Direct,Mid-Market,14,825.24,0.15,9820.36,6859.28
SO-100449,2025-06-05,Midwest,Marketplace,Mid-Market,27,798.27,0.05,20475.63,12524.11
SO-100763,2025-06-05,West,Direct,SMB,29,226.14,0.0,6558.06,4637.22
SO-100797,2025-06-05,South,Marketplace,Enterprise,7,2030.53,0.0,14213.71,10040.75
SO-101795,2025-06-05,Midwest,Direct,SMB,57,235.32,0.0,13413.24,9342.15
SO-101817,2025-06-05,Northeast,Direct,SMB,32,107.34,0.0,3434.88,2361.94
SO-101821,2025-06-05,Midwest,Partner,Mid-Market,24,867.39,0.0,20817.36,13689.16
SO-101835,2025-06-05,Northeast,Marketplace,SMB,9,244.19,0.1,1977.94,1475.9
SO-102057,2025-06-05,West,Partner,Enterprise,3,1233.56,0.1,3330.61,2381.81
SO-102152,2025-06-05,Midwest,Marketplace,SMB,52,71.13,0.1,3328.88,2635.29
SO-100745,2025-06-06,Midwest,Partner,SMB,39,103.21,0.05,3823.93,2657.42
SO-100792,2025-06-06,Midwest,Partner,SMB,27,145.75,0.05,3738.49,2502.47
SO-100812,2025-06-06,Northeast,Marketplace,SMB,20,127.37,0.1,2292.66,1799.5
SO-100848,2025-06-06,South,Marketplace,Mid-Market,18,807.7,0.1,13084.74,8845.27
SO-100907,2025-06-06,South,Partner,SMB,45,94.75,0.25,3197.81,2373.48
SO-101023,2025-06-06,West,Partner,Enterprise,2,1726.6,0.15,2935.22,2355.5
SO-101550,2025-06-06,Northeast,Direct,Mid-Market,11,788.64,0.0,8675.04,4917.42
SO-101890,2025-06-06,Midwest,Direct,Mid-Market,13,599.02,0.25,5840.44,5019.27
SO-102050,2025-06-06,South,Partner,SMB,33,151.93,0.0,5013.69,3476.42
SO-102233,2025-06-06,West,Direct,SMB,55,74.61,0.0,4103.55,2656.93
SO-102399,2025-06-06,West,Marketplace,SMB,34,100.92,0.0,3431.28,2458.89
SO-100092,2025-06-07,West,Partner,Enterprise,4,1747.13,0.05,6639.09,4342.69
SO-100156,2025-06-07,West,Direct,SMB,26,203.77,0.0,5298.02,3734.23
SO-100365,2025-06-07,South,Partner,Mid-Market,20,667.3,0.15,11344.1,8112.76
SO-100482,2025-06-07,South,Direct,Enterprise,3,2544.4,0.05,7251.54,5096.25
SO-101492,2025-06-07,West,Partner,Mid-Market,30,719.47,0.0,21584.1,15167.14
SO-101804,2025-06-07,South,Partner,Mid-Market,5,447.47,0.0,2237.35,1556.42
SO-102041,2025-06-07,Midwest,Marketplace,SMB,45,239.44,0.1,9697.32,7423.03
SO-102251,2025-06-07,West,Direct,Enterprise,8,1980.97,0.0,15847.76,10001.33
SO-100585,2025-06-08,West,Direct,Mid-Market,18,774.35,0.0,13938.3,9109.6
SO-101103,2025-06-08,Northeast,Direct,SMB,55,125.49,0.05,6556.85,4831.41
SO-101164,2025-06-08,South,Marketplace,SMB,21,71.06,0.05,1417.65,1045.7
SO-101358,2025-06-08,Northeast,Marketplace,SMB,30,68.17,0.15,1738.34,1144.59
SO-101574,2025-06-08,South,Marketplace,Mid-Market,25,332.27,0.0,8306.75,5511.17
SO-101779,2025-06-08,Midwest,Direct,Mid-Market,24,593.53,0.0,14244.72,9633.28
SO-101793,2025-06-08,West,Partner,Enterprise,9,2199.39,0.0,19794.51,12613.05
SO-102242,2025-06-08,West,Direct,Mid-Market,13,867.96,0.0,11283.48,7449.61
SO-100283,2025-06-09,Midwest,Direct,SMB,28,176.95,0.05,4706.87,3302.19
SO-100537,2025-06-09,West,Direct,SMB,12,56.64,0.0,679.68,470.52
SO-100609,2025-06-09,South,Partner,SMB,23,191.18,0.0,4397.14,2857.58
SO-100715,2025-06-09,West,Direct,Mid-Market,8,756.69,0.0,6053.52,4260.76
SO-101050,2025-06-09,West,Marketplace,Mid-Market,18,944.21,0.0,16995.78,11841.08
SO-102001,2025-06-09,South,Direct,SMB,50,138.45,0.05,6576.37,4026.19
SO-102134,2025-06-09,South,Direct,Mid-Market,11,731.41,0.0,8045.51,5434.29
SO-100422,2025-06-10,Midwest,Direct,Mid-Market,23,861.09,0.05,18814.82,12613.19
SO-101891,2025-06-10,Northeast,Direct,SMB,22,149.31,0.15,2792.1,2141.16
SO-102029,2025-06-10,Northeast,Direct,SMB,7,185.77,0.0,1300.39,876.82
SO-100091,2025-06-11,West,Direct,SMB,57,106.8,0.05,5783.22,3914.27
SO-100478,2025-06-11,Northeast,Marketplace,Enterprise,5,2187.03,0.0,10935.15,7053.03
SO-100500,2025-06-11,Midwest,Direct,SMB,20,71.84,0.1,1293.12,959.1
SO-100839,2025-06-11,Midwest,Direct,Mid-Market,15,813.97,0.05,11599.07,8283.69
SO-100936,2025-06-11,Midwest,Marketplace,SMB,60,86.39,0.0,5183.4,3467.95
SO-101102,2025-06-11,South,Direct,SMB,37,297.98,0.05,10474.0,6789.52
SO-101576,2025-06-11,Northeast,Direct,SMB,27,125.53,0.05,3219.84,1955.12
SO-101594,2025-06-11,Northeast,Marketplace,Enterprise,7,2476.66,0.05,16469.79,10305.66
SO-102033,2025-06-11,West,Marketplace,Mid-Market,20,416.95,0.05,7922.05,5894.89
SO-102128,2025-06-11,Midwest,Direct,Mid-Market,17,463.76,0.0,7883.92,5325.24
SO-102256,2025-06-11,South,Direct,SMB,29,282.3,0.0,8186.7,5479.64
SO-102327,2025-06-11,Northeast,Direct,SMB,35,273.12,0.15,8125.32,5842.79
SO-100548,2025-06-12,South,Partner,Enterprise,5,2026.99,0.0,10134.95,5780.47
SO-101099,2025-06-12,Northeast,Partner,SMB,58,64.36,0.1,3359.59,2552.65
SO-101138,2025-06-12,South,Marketplace,SMB,5,116.91,0.1,526.1,329.74
SO-101324,2025-06-12,West,Partner,SMB,27,152.28,0.05,3905.98,2516.06
SO-101517,2025-06-12,South,Marketplace,Mid-Market,3,598.12,0.05,1704.64,1120.68
SO-101735,2025-06-12,Midwest,Direct,Mid-Market,18,376.62,0.15,5762.29,4774.96
SO-101738,2025-06-12,Northeast,Marketplace,Enterprise,4,2574.26,0.0,10297.04,5689.52
SO-101957,2025-06-12,Northeast,Partner,Mid-Market,20,363.39,0.15,6177.63,5015.76
SO-102081,2025-06-12,West,Direct,Mid-Market,20,764.78,0.0,15295.6,9173.59
SO-102179,2025-06-12,West,Direct,SMB,32,142.48,0.1,4103.42,3025.16
SO-102257,2025-06-12,Midwest,Direct,Mid-Market,11,410.97,0.0,4520.67,3021.55
SO-102261,2025-06-12,Northeast,Direct,SMB,22,245.55,0.0,5402.1,3301.48
SO-102354,2025-06-12,West,Direct,Mid-Market,12,937.23,0.0,11246.76,7078.43
SO-100082,2025-06-13,South,Direct,Mid-Market,10,829.9,0.0,8299.0,4592.78
SO-100432,2025-06-13,South,Direct,SMB,47,84.27,0.15,3366.59,2396.8
SO-100576,2025-06-13,West,Direct,Mid-Market,25,621.67,0.0,15541.75,8693.23
SO-100726,2025-06-13,West,Direct,SMB,49,262.45,0.0,12860.05,8275.07
SO-100836,2025-06-13,Midwest,Partner,Enterprise,8,2074.04,0.0,16592.32,10909.71
SO-100972,2025-06-13,West,Partner,SMB,6,294.25,0.0,1765.5,1249.92
SO-101119,2025-06-13,Midwest,Partner,SMB,31,250.64,0.0,7769.84,4736.06
SO-101626,2025-06-13,South,Partner,Mid-Market,9,750.34,0.0,6753.06,3766.25
SO-102100,2025-06-13,Northeast,Partner,SMB,43,203.04,0.0,8730.72,5723.47
SO-100222,2025-06-14,South,Direct,Mid-Market,15,419.09,0.15,5343.4,4273.24
SO-100263,2025-06-14,Northeast,Direct,SMB,55,188.08,0.0,10344.4,5947.27
SO-101160,2025-06-14,South,Partner,Mid-Market,17,935.18,0.15,13513.35,9875.19
SO-101175,2025-06-14,Midwest,Direct,SMB,47,260.16,0.0,12227.52,8620.51
SO-101260,2025-06-14,Midwest,Direct,SMB,37,247.35,0.05,8694.35,6124.58
SO-101301,2025-06-14,Northeast,Marketplace,SMB,4,191.19,0.0,764.76,504.57
SO-101641,2025-06-14,South,Marketplace,Mid-Market,25,686.11,0.15,14579.84,9946.48
SO-101646,2025-06-14,South,Partner,SMB,26,296.96,0.0,7720.96,5300.28
SO-101720,2025-06-14,South,Partner,SMB,18,212.36,0.05,3631.36,2739.33
SO-101766,2025-06-14,Northeast,Direct,Mid-Market,25,465.65,0.0,11641.25,7764.0
SO-101819,2025-06-14,South,Partner,Mid-Market,9,339.75,0.05,2904.86,2162.3
SO-102122,2025-06-14,West,Marketplace,SMB,2,115.49,0.0,230.98,132.38
SO-100000,2025-06-15,Midwest,Direct,SMB,26,210.99,0.0,5485.74,3516.91
SO-100273,2025-06-15,West,Direct,SMB,32,113.83,0.15,3096.18,2137.25
SO-101093,2025-06-15,Midwest,Partner,SMB,48,179.19,0.25,6450.84,5634.12
SO-101515,2025-06-15,South,Direct,SMB,57,66.45,0.0,3787.65,2573.0
SO-101730,2025-06-15,South,Partner,SMB,45,99.97,0.0,4498.65,2564.2
SO-101964,2025-06-15,Northeast,Marketplace,Mid-Market,8,725.17,0.0,5801.36,4077.42
SO-102027,2025-06-15,Midwest,Marketplace,SMB,60,75.29,0.0,4517.4,2868.56
SO-102099,2025-06-15,Midwest,Partner,Mid-Market,17,395.09,0.25,5037.4,3904.75
SO-102379,2025-06-15,Midwest,Direct,Enterprise,8,2338.88,0.1,16839.94,13424.88
SO-100059,2025-06-16,West,Marketplace,SMB,32,83.11,0.1,2393.57,1753.55
SO-100400,2025-06-16,West,Marketplace,SMB,29,184.98,0.0,5364.42,3836.49
SO-100633,2025-06-16,Northeast,Marketplace,SMB,31,74.64,0.0,2313.84,1512.45
